char	slot	match	score
濲	3	穀	0.9750
濳	7	潛	0.9883
濴	5	潔	0.9707
瀈	6	潭	0.9652
瀡	6	縦	0.9652
瀵	3	簿	0.9682
瀼	3	灌	0.9735
灁	6	潤	0.9753
灅	3	彈	0.9507
灉	5	灘	0.9707
灐	16	發	0.9611
灨	4	瀧	0.9677
灺	3	她	0.9763
炏	0	炒	0.9735
炓	0	刘	0.9699
炱	4	负	0.9539
炴	2	煉	0.9741
烀	3	秘	0.9732
烓	5	娃	0.9696
烞	1	利	0.9681
烡	2	净	0.9575
烰	3	浮	0.9699
烲	2	灵	0.9523
烳	2	浦	0.9745
焑	6	烟	0.9927
焝	8	婚	0.9844
焫	3	剤	0.9707
煀	6	堀	0.9710
煋	8	煌	0.9734
煡	4	焼	0.9620
煪	2	猶	0.9754
煳	1	湖	0.9816
煶	9	煌	0.9678
煻	6	廉	0.9690
熖	3	稲	0.9658
熚	11	輝	0.9768
熷	7	赠	0.9704
熸	8	潛	0.9768
熼	12	輝	0.9696
熽	1	肅	0.9727
燂	6	煙	0.9759
燑	7	煙	0.9691
燨	4	爆	0.9669
燱	6	鳩	0.9634
爈	6	爐	0.9822
爔	6	渤	0.9682
爕	6	談	0.9538
牅	4	勵	0.9600
牑	6	肺	0.9678
牚	4	掌	0.9801
牜	1	牡	0.9664
牣	8	彻	0.9715
牥	3	坊	0.9742
牶	5	拳	0.9851
牷	10	玲	0.9703
犎	9	挥	0.9637
犦	8	犠	0.9701
犩	16	擎	0.9595
犫	11	壤	0.9570
犲	5	犹	0.9679
狉	0	还	0.9601
狔	2	泥	0.9771
狕	4	効	0.9616
狚	1	狙	0.9759
狟	4	猎	0.9730
猂	6	獲	0.9688
猍	4	狭	0.9705
猸	5	循	0.9708
猼	7	獲	0.9708
獑	0	漸	0.9676
獘	7	獎	0.9730
獡	9	潟	0.9692
獧	7	猿	0.9799
獶	8	猿	0.9669
獽	8	獲	0.9578
玏	3	功	0.9748
玔	2	圳	0.9869
玪	11	玲	0.9880
珃	4	埔	0.9787
珆	0	始	0.9695
珕	4	協	0.9771
珱	3	桜	0.9696
珳	0	纹	0.9684
琂	4	裏	0.9611
琌	10	跨	0.9708
琟	3	堆	0.9831
琣	3	培	0.9812
琸	1	掉	0.9767
瑉	3	瑠	0.9694
璄	3	境	0.9843
璅	8	擬	0.9690
璒	4	壌	0.9686
璓	2	速	0.9636
璔	1	增	0.9796
璱	1	瑟	0.9767
璻	0	斑	0.9712
瓅	9	樂	0.9732
瓕	10	彌	0.9253
瓗	11	攜	0.9837
瓙	3	壽	0.9562
瓧	6	到	0.9483
瓫	2	瓷	0.9621
瓰	5	訟	0.9453
瓸	7	到	0.9481
甀	2	郵	0.9638
甁	5	瓶	0.9845
甏	3	警	0.9559
甛	3	甜	0.9753
甠	3	旺	0.9633
畇	2	抱	0.9586
畉	6	映	0.9783
畐	0	冨	0.9793
畨	1	谋	0.9646
畩	1	壊	0.9563
畽	4	睡	0.9580
疐	1	蓮	0.9642
痄	1	养	0.9672
痌	9	洞	0.9713
痟	8	滑	0.9767
痡	3	痛	0.9741
瘆	2	参	0.9622
瘈	4	慶	0.9618
瘊	4	療	0.9721
瘨	6	潰	0.9743
瘹	8	澳	0.9612
癊	3	察	0.9725
癐	1	癒	0.9675
癓	6	潔	0.9616
癛	3	症	0.9591
癠	1	濟	0.9776
癨	5	霍	0.9556
皊	12	玲	0.9761
皘	10	晴	0.9902
皫	22	騙	0.9600
皭	19	艦	0.9634
盠	4	急	0.9457
盬	0	鹽	0.9662
盷	8	揭	0.9675
眅	2	販	0.9815
眎	2	时	0.9619
眏	7	映	0.9927
眗	8	跑	0.9661
眪	2	撮	0.9652
眬	6	賊	0.9733
睮	6	喻	0.9858
睴	8	瞳	0.9733
睸	2	眠	0.9655
瞂	4	腹	0.9695
瞍	3	暇	0.9675
瞣	7	曉	0.9660
瞤	4	閏	0.9523
瞲	15	踊	0.9695
瞵	4	麟	0.9697
瞶	11	晴	0.9733
矹	3	研	0.9583
砄	18	模	0.9726
砊	7	航	0.9715
砘	4	础	0.9698
硔	1	供	0.9739
硠	3	很	0.9784
硩	4	哲	0.9824
硾	4	鍾	0.9614
碄	5	琳	0.9768
碊	4	殘	0.9715
碥	4	偏	0.9723
碨	4	硬	0.9713
磆	9	臂	0.9731
磉	7	傑	0.9668
磙	11	橙	0.9696
磞	3	蹴	0.9618
磱	11	赞	0.9647
礇	10	廠	0.9653
礛	20	艦	0.9743
礨	11	觀	0.9483
礭	4	耀	0.9631
礶	5	權	0.9760
礸	5	鑽	0.9735
祋	1	役	0.9724
祑	7	秩	0.9839
祬	8	禅	0.9648
祰	2	祐	0.9700
禐	11	媛	0.9811
禓	9	褐	0.9780
禫	1	福	0.9772
禭	3	遂	0.9667
禯	10	濃	0.9632
禶	9	潛	0.9686
秖	7	祇	0.9810
秠	5	杯	0.9767
秥	0	粘	0.9695
秪	8	祇	0.9818
秱	4	柯	0.9879
秼	6	株	0.9868
稊	17	梯	0.9850
稐	3	槍	0.9746
稘	12	棋	0.9824
稧	15	稜	0.9738
稯	16	稜	0.9780
稸	4	稽	0.9733
稺	5	稚	0.9724
穃	0	释	0.9708
穅	6	稚	0.9692
穟	17	稜	0.9666
穪	11	彌	0.9662
穬	4	穂	0.9762
穵	1	挖	0.9584
穸	2	逻	0.9585
窂	1	牢	0.9816
窐	1	窒	0.9597
窞	5	醫	0.9665
窫	1	勢	0.9531
窼	0	棄	0.9636
窾	6	款	0.9682
竁	4	壽	0.9279
竍	1	计	0.9712
竎	1	弃	0.9669
竏	9	许	0.9770
竗	3	紗	0.9705
竡	6	谓	0.9691
竧	1	射	0.9626
竻	7	笑	0.9569
笽	2	笛	0.9608
筎	1	節	0.9695
筫	1	貸	0.9803
筻	4	遵	0.9558
箣	1	稻	0.9695
箮	6	管	0.9692
篏	22	銃	0.9681
篽	6	鋼	0.9633
簁	1	僕	0.9625
簓	2	凝	0.9539
簨	4	第	0.9639
簰	8	衛	0.9682
簳	14	舒	0.9642
籇	7	豪	0.9603
籒	9	犠	0.9633
籕	5	籍	0.9703
籗	5	奮	0.9650
籞	1	禦	0.9665
籨	0	簽	0.9632
籺	9	染	0.9631
粞	10	栖	0.9879
粯	6	視	0.9821
粰	9	粹	0.9738
粺	9	禅	0.9744
粻	7	粮	0.9800
糂	18	梯	0.9793
糵	1	藥	0.9761
紏	5	续	0.9624
紖	2	線	0.9697
紲	5	純	0.9681
絈	4	紳	0.9732
絎	0	縱	0.9650
絏	4	駁	0.9678
絧	8	銅	0.9698
絭	2	慈	0.9672
絿	2	綠	0.9791
綂	3	線	0.9630
綅	5	急	0.9742
綕	0	続	0.9709
綘	1	鋒	0.9696
綛	3	総	0.9751
綞	5	鍾	0.9719
綳	0	繩	0.9695
緉	19	編	0.9625
緦	12	顯	0.9670
緧	4	納	0.9689
緭	4	絹	0.9778
緺	2	鍋	0.9684
縔	4	縁	0.9662
縗	9	像	0.9762
縶	1	繁	0.9625
繈	11	繊	0.9707
繗	6	磯	0.9732
繟	12	縄	0.9836
繵	8	纏	0.9621
繶	4	戀	0.9771
纎	12	繊	0.9841
纑	20	編	0.9746
纕	9	纏	0.9779
纩	1	矿	0.9550
纼	7	缩	0.9663
绗	2	省	0.9622
缲	3	繰	0.9795
缷	1	卸	0.9781
罉	9	衛	0.9603
罊	4	聲	0.9690
罏	21	艦	0.9512
罦	3	署	0.9695
罻	5	尉	0.9635
羠	4	缺	0.9615
羢	4	辩	0.9636
羾	1	呼	0.9626
翣	2	瓊	0.9566
翧	6	剖	0.9609
翾	6	環	0.9670
耏	2	形	0.9345
耞	3	脚	0.9550
耥	6	赖	0.9688
耪	10	糖	0.9695
耵	3	町	0.9758
耺	2	射	0.9662
聝	9	域	0.9805
聢	4	醍	0.9722
聬	7	聯	0.9632
聮	3	聡	0.9750
聹	16	踊	0.9690
肀	0	車	0.9630
肈	3	肇	0.9854
肎	2	骨	0.9683
肦	2	脫	0.9662
胈	4	胶	0.9763
胏	3	劫	0.9699
胔	10	褐	0.9700
胻	4	饰	0.9704
胾	8	裁	0.9762
脟	9	腺	0.9748
脺	5	胶	0.9706
腘	3	胴	0.9683
腲	7	腰	0.9687
腶	2	股	0.9721
腽	0	胆	0.9761
膁	2	牌	0.9668
膆	3	藤	0.9835
膕	2	腿	0.9616
膪	7	膳	0.9738
膯	10	騰	0.9711
膰	8	播	0.9622
膸	3	腿	0.9723
臁	7	廉	0.9682
臇	8	膳	0.9692
臒	5	腹	0.9744
臩	1	穿	0.9580
臮	2	衰	0.9581
臿	0	币	0.9570
舦	3	煉	0.9630
舴	3	撤	0.9572
艎	5	耀	0.9706
艔	6	艘	0.9719
艜	6	耀	0.9663
艧	9	擬	0.9688
艻	2	芳	0.9697
艼	2	节	0.9583
芛	1	芽	0.9665
芢	6	苻	0.9610
芤	0	孔	0.9670
芧	1	茅	0.9681
芲	3	芥	0.9552
苆	11	勃	0.9648
苈	1	劳	0.9588
苤	0	辛	0.9667
苪	0	满	0.9610
苰	0	弘	0.9585
苲	4	若	0.9660
苼	0	生	0.9734
苽	5	茂	0.9449
茐	6	妨	0.9479
茢	12	勃	0.9676
茦	3	萊	0.9729
茳	5	若	0.9668
茻	2	韓	0.9492
茿	2	茅	0.9671
荄	0	亥	0.9656
荍	2	技	0.9641
荎	0	室	0.9694
荙	2	送	0.9623
荝	3	顿	0.9672
荵	3	虑	0.9431
莂	2	慌	0.9624
莈	3	莽	0.9686
莍	0	求	0.9749
莑	0	峯	0.9789
莗	4	董	0.9730
莝	2	卒	0.9670
莤	5	萬	0.9663
莬	1	费	0.9582
菐	0	業	0.9727
菕	2	崙	0.9702
菤	2	卷	0.9729
菶	0	奉	0.9765
菺	2	膚	0.9768
菾	1	蒸	0.9656
萈	1	寛	0.9762
萫	0	蕃	0.9832
萻	7	菩	0.9799
萿	7	浩	0.9708
葀	3	特	0.9750
葈	1	棄	0.9607
葊	2	蒼	0.9734
葒	5	惹	0.9613
葓	4	灌	0.9740
葟	1	皇	0.9576
葠	3	侵	0.9678
蒇	4	歲	0.9686
蒒	6	瑞	0.9673
蒚	4	嘉	0.9696
蒣	6	茶	0.9626
蒩	0	拍	0.9735
蓗	0	徒	0.9730
蓘	1	卖	0.9679
蓛	5	萩	0.9738
蓶	5	推	0.9627
蔂	2	幕	0.9711
蔃	1	強	0.9646
蔆	3	凌	0.9670
蔇	2	蒲	0.9694
蔊	4	清	0.9694
蔙	6	旋	0.9768
蔠	2	終	0.9681
蔸	0	癌	0.9510
蕌	8	菩	0.9664
蕐	0	齒	0.9588
蕝	11	綿	0.9650
蕢	2	貴	0.9838
蕫	5	董	0.9657
蕬	3	慈	0.9660
薉	5	歲	0.9664
薘	2	達	0.9753
薚	3	绩	0.9629
薢	4	解	0.9718
薲	0	責	0.9659
薶	3	貓	0.9599
薸	12	漂	0.9755
薼	3	塵	0.9811
蘞	4	效	0.9551
蘤	6	繞	0.9551
蘥	8	输	0.9500
蘺	11	糖	0.9576
虅	4	藤	0.9779
虆	4	藻	0.9522
虉	0	誌	0.9535
虘	3	膚	0.9760
虠	4	察	0.9621
虡	4	慮	0.9741
虣	8	聯	0.9701
虦	4	貌	0.9432
虰	3	虹	0.9781
虶	4	虹	0.9662
蚈	5	斬	0.9574
蚍	8	毗	0.9797
蚒	4	堺	0.9678
蚚	7	坑	0.9636
蚦	2	珊	0.9646
蚸	2	诉	0.9712
蚻	4	蛮	0.9609
蚼	8	拘	0.9653
蛁	2	昭	0.9719
蛂	1	坡	0.9757
蛚	0	迦	0.9532
蛬	7	棲	0.9596
蜄	1	振	0.9681
蜅	5	埔	0.9790
蜎	4	帕	0.9594
蜦	10	瑜	0.9597
蝍	7	卿	0.9719
蝐	12	増	0.9729
蝥	5	蛮	0.9746
蝭	9	堤	0.9752
螀	6	蛮	0.9683
螆	2	糾	0.9516
螏	2	坡	0.9682
螔	2	墟	0.9434
螧	8	酢	0.9654
螱	7	蜜	0.9618
螶	0	蟲	0.9597
螿	8	蜜	0.9763
蟁	5	騒	0.9674
蟉	4	膠	0.9585
蟐	10	蹄	0.9743
蟔	4	點	0.9645
蟗	1	事	0.9614
蟣	7	磯	0.9667
蟫	9	禮	0.9652
蠄	5	蜂	0.9611
蠘	6	難	0.9649
蠛	13	塘	0.9665
蠦	2	副	0.9521
蠬	12	鴨	0.9619
蠰	12	壤	0.9792
蠷	16	撞	0.9664
蠺	13	縄	0.9546
衑	5	你	0.9697
衺	3	衰	0.9707
袃	3	装	0.9721
袌	1	痕	0.9648
袑	0	報	0.9678
袚	2	夜	0.9685
袠	2	表	0.9666
袥	8	禄	0.9656
袬	4	衰	0.9684
袵	6	神	0.9689
裌	7	俠	0.9659
裎	4	程	0.9787
裠	1	養	0.9766
裩	2	福	0.9744
裮	2	智	0.9714
褁	2	裴	0.9644
褍	5	端	0.9771
褝	10	禅	0.9886
褳	12	糖	0.9684
褷	8	傑	0.9682
褺	1	熱	0.9655
褾	12	標	0.9798
襆	2	糕	0.9727
襉	11	欄	0.9724
襏	5	察	0.9695
襒	9	嫩	0.9589
襘	1	繪	0.9683
襙	4	繰	0.9669
襚	7	隧	0.9587
襝	3	檢	0.9755
襧	12	彌	0.9596
襫	3	献	0.9691
覅	5	勳	0.9527
覑	0	規	0.9672
覕	6	腕	0.9648
覙	7	腕	0.9602
覥	12	觀	0.9646
覵	2	間	0.9382
覼	13	彌	0.9576
觍	0	嶼	0.9513
觟	2	触	0.9735
觪	5	解	0.9728
觮	6	解	0.9761
觯	3	観	0.9673
觲	7	解	0.9701
觷	8	脅	0.9662
觹	8	礁	0.9620
觾	11	碳	0.9666
訑	2	地	0.9585
訔	1	喜	0.9641
訧	5	就	0.9696
詃	7	弦	0.9680
詄	9	铁	0.9709
詙	8	敦	0.9709
詨	8	较	0.9656
詶	1	訓	0.9649
誖	7	詩	0.9756
誜	9	設	0.9678
誩	8	譜	0.9746
諹	7	寵	0.9619
諻	3	諱	0.9784
謭	1	剪	0.9546
謮	0	讀	0.9793
謰	2	譲	0.9575
謱	6	講	0.9570
譅	2	露	0.9553
譋	12	闘	0.9689
譒	1	謡	0.9621
譠	9	譜	0.9648
譧	2	謙	0.9761
譪	4	諱	0.9651
譮	0	諭	0.9665
譶	4	臺	0.9396
譾	10	譜	0.9555
讑	1	諭	0.9576
讔	7	證	0.9454
诪	2	读	0.9736
谇	3	卒	0.9739
谫	2	剪	0.9694
谹	8	络	0.9617
谼	3	搭	0.9704
豄	3	續	0.9822
豏	3	謙	0.9785
豘	4	莉	0.9697
豛	0	毅	0.9706
豦	6	威	0.9661
豭	4	穀	0.9667
豰	5	穀	0.9620
豱	1	豬	0.9636
豼	5	貌	0.9537
貆	6	貌	0.9618
貛	4	貓	0.9636
貹	10	賭	0.9674
贐	14	駐	0.9696
贕	10	噸	0.9653
赇	3	叔	0.9711
赥	7	款	0.9688
赨	13	植	0.9718
赯	3	勒	0.9647
赸	3	起	0.9624
趉	6	趙	0.9791
趒	2	逃	0.9688
趿	3	跋	0.9670
跁	10	距	0.9638
跐	9	毗	0.9817
跕	3	貼	0.9766
跘	10	挥	0.9681
跦	4	珠	0.9761
跰	6	跌	0.9655
跱	2	插	0.9718
跲	5	哈	0.9756
跹	3	蹈	0.9590
踧	9	聯	0.9674
踨	4	蹤	0.9704
踲	5	醍	0.9723
踳	3	插	0.9756
踿	10	腺	0.9573
蹁	23	騙	0.9763
蹚	5	歸	0.9732
蹝	5	蹤	0.9709
蹢	11	蹄	0.9732
蹧	17	購	0.9707
蹮	3	野	0.9668
蹷	5	慶	0.9610
躗	1	蟹	0.9547
躦	2	賢	0.9704
躶	6	顆	0.9744
躹	10	擬	0.9698
軎	1	害	0.9778
軙	4	搜	0.9716
軰	5	輩	0.9748
軲	4	甜	0.9679
軵	5	輌	0.9606
輇	2	軽	0.9749
輏	6	輌	0.9726
輣	4	醐	0.9565
轇	10	撥	0.9433
轈	15	駐	0.9628
轒	2	轉	0.9654
轕	14	塘	0.9661
轣	6	離	0.9652
轾	8	辖	0.9690
辥	2	辯	0.9716
迍	4	連	0.9760
迖	1	迷	0.9707
逧	3	逢	0.9568
邧	3	邪	0.9677
郍	11	都	0.9670
郱	5	郑	0.9690
郹	8	郭	0.9739
郻	6	陽	0.9525
鄃	2	邨	0.9406
鄍	9	郭	0.9711
鄐	12	都	0.9704
鄟	14	郡	0.9662
鄳	16	駒	0.9492
鄵	13	都	0.9595
酙	2	醉	0.9720
酲	9	酷	0.9749
酽	6	醍	0.9680
酾	4	酬	0.9594
醁	8	喉	0.9688
醆	1	酸	0.9675
醑	7	醍	0.9742
醡	5	醒	0.9780
醧	1	嗣	0.9603
醩	7	輌	0.9685
醶	11	瑜	0.9718
醿	10	聯	0.9549
釢	5	欽	0.9666
釨	15	舒	0.9710
釺	11	針	0.9715
釽	9	弧	0.9486
鈅	13	銀	0.9624
鈖	6	欽	0.9595
鈗	23	銃	0.9750
鈛	5	叙	0.9750
鈪	14	銀	0.9637
鉐	9	鈴	0.9731
鉥	15	鋳	0.9720
鉮	12	針	0.9705
鉰	9	銅	0.9755
鉼	16	鋳	0.9695
銄	10	銅	0.9804
銔	1	斜	0.9691
銙	10	鈴	0.9766
銧	17	鉄	0.9630
銰	18	鉄	0.9732
鋍	23	鎮	0.9722
鋑	10	錫	0.9648
鋖	12	媛	0.9654
鋞	23	鑑	0.9694
鋟	13	録	0.9739
鋠	15	銀	0.9758
鋡	11	鈴	0.9798
鋥	7	錯	0.9695
鋻	2	緊	0.9674
鋿	3	鍋	0.9719
錉	14	録	0.9708
錧	9	銷	0.9837
錴	6	錐	0.9581
錷	3	働	0.9641
鍐	7	鍛	0.9705
鍒	6	叙	0.9675
鍗	8	錯	0.9723
鍭	4	錄	0.9719
鍯	2	緩	0.9586
鍲	10	銷	0.9759
鍻	9	鎖	0.9708
鎃	6	缓	0.9572
鎜	2	盛	0.9533
鎯	16	銀	0.9709
鎴	10	鎖	0.9694
鎸	17	鋳	0.9668
鎻	11	鎖	0.9824
鏄	5	稱	0.9639
鏚	4	鉱	0.9672
鏠	8	縫	0.9850
鏭	7	綬	0.9646
鏴	8	鍛	0.9708
鏺	11	錫	0.9667
鐎	7	錐	0.9661
鐩	9	縫	0.9627
鐪	6	験	0.9574
鐭	9	鍛	0.9663
鐱	12	鈴	0.9687
鐻	17	銀	0.9707
鐾	17	發	0.9570
鑂	4	鏡	0.9617
鑐	9	鐘	0.9631
鑳	7	鍵	0.9740
钭	6	针	0.9756
钸	5	饰	0.9841
铇	4	砲	0.9769
铘	5	娜	0.9746
铞	12	锦	0.9868
锊	15	録	0.9788
锖	7	镇	0.9826
锞	5	课	0.9726
锠	10	销	0.9850
锧	6	锡	0.9719
锬	7	谈	0.9730
锾	3	緩	0.9690
镃	2	磁	0.9832
镘	13	锦	0.9712
镟	7	锡	0.9689
镢	3	厥	0.9603
镩	4	铺	0.9676
镵	7	繞	0.9673
闉	13	闘	0.9709
闑	14	闇	0.9754
闒	14	闘	0.9618
闠	15	闇	0.9798
闤	16	闇	0.9697
闬	3	掃	0.9669
阓	4	圆	0.9591
阘	2	詞	0.9521
阛	8	赠	0.9587
阥	3	秒	0.9567
阦	0	队	0.9676
阫	2	怀	0.9663
阭	4	砂	0.9515
阸	1	陀	0.9596
陃	4	炳	0.9685
陏	2	阵	0.9665
陑	1	师	0.9558
陖	8	隧	0.9703
陹	3	阵	0.9627
陿	0	阪	0.9646
隌	1	陪	0.9909
雃	6	雅	0.9798
雈	3	崔	0.9823
雔	7	難	0.9670
霒	2	龄	0.9670
霛	2	靈	0.9548
霣	1	賞	0.9588
靁	4	霸	0.9699
靸	4	鞭	0.9623
鞈	1	輪	0.9634
鞒	5	缺	0.9583
鞢	2	鞍	0.9681
鞧	7	離	0.9719
鞲	7	講	0.9643
鞳	4	搭	0.9486
鞶	4	肇	0.9723
鞹	13	觀	0.9608
鞺	8	講	0.9641
鞼	3	韓	0.9672
韎	4	辣	0.9645
韲	2	暂	0.9497
韾	5	聲	0.9698
頋	2	順	0.9713
頝	9	頗	0.9752
頯	10	頗	0.9773
顅	1	顧	0.9797
顸	3	预	0.9794
颟	11	聯	0.9700
颭	8	腕	0.9540
飂	5	膠	0.9659
飇	5	麟	0.9631
飊	9	曖	0.9541
飌	14	觀	0.9705
飣	2	餌	0.9706
飤	5	飲	0.9640
飬	2	養	0.9766
飱	9	猴	0.9581
飵	3	飾	0.9738
飶	6	飲	0.9650
飿	8	館	0.9705
餋	6	餐	0.9711
餎	9	络	0.9749
餔	8	舗	0.9768
餖	5	领	0.9650
餟	10	鍛	0.9691
餤	6	领	0.9639
餧	16	録	0.9777
餫	11	禅	0.9658
餶	1	飼	0.9730
饆	5	偶	0.9620
饎	9	館	0.9729
饙	10	館	0.9758
饠	5	鑼	0.9831
饳	5	础	0.9740
馝	6	淑	0.9640
馞	0	辞	0.9744
馪	6	額	0.9749
馲	7	駛	0.9583
馵	9	脅	0.9625
駜	9	駿	0.9568
駩	7	験	0.9713
駪	8	駛	0.9761
騘	4	聡	0.9554
騚	22	艦	0.9690
騛	11	騰	0.9471
騟	5	驗	0.9765
騱	10	駿	0.9589
騵	6	顕	0.9643
驆	18	購	0.9638
驏	5	疆	0.9456
驖	9	駛	0.9534
驨	13	鴨	0.9636
骉	0	憂	0.9409
骟	9	赠	0.9630
骿	16	駐	0.9597
髇	3	臨	0.9526
髗	17	駒	0.9425
髤	0	案	0.9705
髨	9	髪	0.9431
髱	10	髪	0.9425
髼	5	肇	0.9327
髾	5	鲁	0.9615
鬅	1	易	0.9496
鬌	4	着	0.9544
鬕	11	髪	0.9411
鬭	15	闘	0.9649
鬴	3	輻	0.9593
魆	1	越	0.9659
魌	6	魁	0.9745
魕	6	麟	0.9519
魛	7	鮑	0.9568
魤	3	靴	0.9633
魬	18	銀	0.9573
魸	8	鮑	0.9654
魽	5	碑	0.9603
鮊	4	舶	0.9654
鮌	6	訟	0.9565
鮍	8	験	0.9639
鮏	5	鮮	0.9623
鮖	9	礁	0.9611
鮦	11	銅	0.9698
鯑	10	礁	0.9658
鯣	12	錫	0.9586
鯥	6	鮮	0.9673
鯯	8	難	0.9582
鯲	21	編	0.9555
鯺	3	儲	0.9682
鰀	4	緩	0.9670
鰋	6	鍾	0.9555
鰗	5	醐	0.9672
鰞	22	編	0.9576
鰧	12	騰	0.9818
鰨	13	鯨	0.9603
鰵	2	繁	0.9687
鱁	10	縫	0.9603
鱍	9	鐵	0.9581
鱢	5	繰	0.9699
鱤	23	編	0.9565
鱪	14	縄	0.9691
鱬	23	艦	0.9587
鱾	3	记	0.9567
鲏	5	破	0.9789
鲪	2	裡	0.9637
鲺	2	顧	0.9610
鲾	17	踊	0.9677
鳁	3	監	0.9554
鳈	14	樋	0.9677
鳠	10	穫	0.9628
鳤	4	蹈	0.9697
鳦	1	宽	0.9430
鳱	10	鴉	0.9727
鴋	7	鳩	0.9746
鴘	11	鴉	0.9768
鴮	2	誇	0.9631
鴰	6	聽	0.9643
鴱	0	嶺	0.9680
鴲	5	絹	0.9632
鴳	10	潟	0.9670
鵁	6	湿	0.9762
鵭	12	鎖	0.9689
鵵	12	鴉	0.9743
鵶	14	龍	0.9627
鵹	15	鷲	0.9717
鵽	9	繫	0.9677
鶊	10	赠	0.9656
鶖	16	鷲	0.9782
鶙	5	憩	0.9598
鶝	6	疆	0.9622
鶱	15	驚	0.9677
鶷	5	需	0.9634
鷌	7	調	0.9651
鷞	12	擔	0.9476
鷧	8	寵	0.9729
鷫	6	鶴	0.9597
鷾	3	翡	0.9595
鸁	5	贏	0.9876
鸅	14	鴨	0.9637
鸓	6	驅	0.9606
鸙	6	驗	0.9574
鸤	8	航	0.9569
鸴	0	翌	0.9507
鹯	0	記	0.9455
鹻	13	糖	0.9665
麚	10	臂	0.9657
麧	1	毅	0.9565
麨	3	逃	0.9540
麫	4	陵	0.9622
麬	3	被	0.9541
麳	18	稜	0.9600
黆	4	勒	0.9622
黓	4	戲	0.9431
黗	5	點	0.9686
黢	11	駿	0.9685
黭	7	驗	0.9771
鼌	5	毫	0.9666
鼔	8	鼓	0.9872
鼖	2	蒂	0.9565
鼛	6	聲	0.9708
鼥	8	製	0.9680
鼲	10	駛	0.9546
鼶	10	曖	0.9510
鼽	11	臟	0.9580
齇	15	鴨	0.9634
齠	4	韶	0.9625
齼	11	撥	0.9633
龎	2	龐	0.9852
龘	9	寵	0.9465
龱	0	冈	0.9726
龴	0	立	0.9319
龻	4	墨	0.9242
鿃	4	囗	0.9176
鿠	5	囗	0.9176
㐅	1	长	0.9409
㐧	0	牙	0.9611
㐲	1	伏	0.9753
㑳	3	優	0.9541
㒰	2	令	0.9570
㒷	2	兵	0.9508
㕑	1	屈	0.9580
㕓	5	墨	0.9526
㕷	6	坦	0.9664
㖟	10	堤	0.9589
㖡	3	夜	0.9636
㖿	15	郡	0.9612
㗁	6	喝	0.9566
㗊	2	吊	0.9490
㗚	0	栗	0.9670
㗰	6	蹤	0.9730
㗳	3	喀	0.9595
㗾	4	靴	0.9538
㘧	9	坪	0.9674
㘭	1	幻	0.9558
㙎	11	城	0.9653
㙻	13	擴	0.9600
㚇	2	変	0.9573
㚫	2	坂	0.9645
㛄	0	伐	0.9669
㛐	5	硬	0.9701
㛧	23	婦	0.9698
㜅	0	畜	0.9680
㜑	0	賽	0.9648
㜪	1	奠	0.9558
㜲	4	應	0.9584
㜺	6	贊	0.9632
㝏	4	芥	0.9677
㝡	0	取	0.9604
㞒	2	盾	0.9722
㞧	1	爿	0.9589
㟓	2	临	0.9579
㟧	5	嵩	0.9481
㟶	9	慎	0.9618
㠜	12	握	0.9533
㡠	3	峰	0.9543
㡣	15	龍	0.9732
㡳	1	底	0.9673
㢉	4	剤	0.9626
㢸	5	逮	0.9569
㣺	2	忙	0.9456
㤝	2	剂	0.9621
㤧	0	店	0.9558
㦂	13	顯	0.9531
㦤	1	認	0.9528
㦮	0	麦	0.9490
㧍	2	护	0.9712
㧎	3	拓	0.9678
㧓	2	抓	0.9680
㧟	6	坛	0.9586
㧯	9	裝	0.9618
㨂	14	植	0.9674
㨘	0	堵	0.9688
㩉	5	捨	0.9571
㩗	12	攜	0.9697
㩧	13	擇	0.9698
㩪	2	擾	0.9602
㩲	1	摧	0.9710
㪷	8	到	0.9648
㫕	0	見	0.9613
㫛	2	明	0.9559
㬅	4	晃	0.9633
㭗	3	杏	0.9678
㯋	7	桓	0.9739
㯓	4	槍	0.9599
㰖	2	櫃	0.9661
㱐	2	証	0.9581
㳄	0	次	0.9671
㳇	0	汶	0.9655
㳉	4	惧	0.9653
㳚	2	聚	0.9664
㳬	2	復	0.9655
㴠	2	涵	0.9666
㵐	4	厥	0.9580
㵮	5	灌	0.9642
㵸	16	舒	0.9567
㵼	7	湿	0.9720
㶏	4	優	0.9567
㶚	4	槽	0.9654
㶣	3	灵	0.9559
㷇	6	恢	0.9537
㷍	6	吟	0.9526
㷏	6	胶	0.9639
㷛	20	榎	0.9680
㷿	4	劍	0.9667
㸃	6	點	0.9635
㸆	10	煌	0.9577
㸺	1	塁	0.9622
㹭	3	独	0.9674
㺄	2	剣	0.9658
㺪	7	坛	0.9674
㺴	2	块	0.9637
㻂	3	拼	0.9695
㻐	10	裝	0.9611
㻑	3	吞	0.9638
㽦	1	冨	0.9537
㾪	4	窄	0.9615
㿭	6	破	0.9639
䀉	2	冨	0.9565
䀏	4	俱	0.9557
䀝	10	毗	0.9621
䀭	2	骸	0.9476
䁪	2	雖	0.9521
䁱	3	暁	0.9672
䂻	7	雅	0.9669
䃌	6	醒	0.9648
䃺	3	裔	0.9607
䄙	3	福	0.9651
䄷	4	拓	0.9671
䅣	5	程	0.9733
䅲	5	稽	0.9752
